id,movie_id,character_name,actor_name,scene_description,theme_day,occasion_type,difficulty_level,colors,fabrics,accessories,styling_tips,image_url
COS163,MOV062,Reena,Srinidhi Shetty,70s period elegant dress,Retro Friday,70s Elegant,Medium,70s elegant colors,"Silk,Cotton",70s jewelry,Vintage 70s elegance styling,https://m.media-amazon.com/images/M/MV5BYjY2ZTNiY2YtMTViYy00ZjkzLWE3ODMtNDIzMTU1MGIzNzI4XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_.jpg
COS164,MOV063,Preethi,Shalini Pandey,Medical student casual wear,Movie Thursday,Med Student,Easy,Casual colors,Cotton,Study accessories,Medical student casual styling,https://m.media-amazon.com/images/M/MV5BNTgzOTg0MzU3N15BMl5BanBnXkFtZTgwMzY4NzY2MzI@._V1_.jpg
COS165,MOV064,Priya,Shraddha Srinath,Urban professional woman outfit,Formal Wednesday,Urban Professional,Medium,Professional colors,"Cotton,Silk",Professional accessories,Contemporary working woman styling,https://m.media-amazon.com/images/M/MV5BNTNjNGQ1MDQtYzYwOC00YzRkLWI1MzQtMWRjMGFkMDI5MjIzXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS166,MOV065,Jaanu,Trisha Krishnan,90s to 2010s evolution outfit,Movie Thursday,Time Evolution,Hard,Nostalgic to modern colors,Various fabrics,Evolution accessories,Cross-decade styling evolution,https://m.media-amazon.com/images/M/MV5BNmQ2N2JlN2MtNzU5My00YzdiLWJhOWEtODkwM2VjZGY5YzdhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS167,MOV066,Vaembu,Samantha Ruth Prabhu,Urban housewife casual wear,Movie Thursday,Urban Housewife,Easy,Comfortable colors,Cotton,Home accessories,Contemporary housewife styling,https://m.media-amazon.com/images/M/MV5BMTYzODQ0MjE5NV5BMl5BanBnXkFtZTgwMTQ1MjI5NzM@._V1_.jpg
COS168,MOV067,Srivalli,Rashmika Mandanna,Rural traditional village dress,Wedding Tuesday,Rural Traditional,Medium,Traditional colors,"Cotton,Handloom",Traditional jewelry,Village traditional styling,https://m.media-amazon.com/images/M/MV5BNTYzOTYzNDY4MV5BMl5BanBnXkFtZTgwNzk1MjI5NzM@._V1_.jpg
COS169,MOV068,Sita,Alia Bhatt,1920s revolutionary period dress,Retro Friday,Revolutionary,Hard,Period colors,Period fabrics,Revolutionary accessories,Female freedom fighter styling,https://m.media-amazon.com/images/M/MV5BODUwNDNjYzctODUxNy00ZTA2LWIyYTEtMDc5Y2E5ZjBmNTMzXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg
COS170,MOV069,Vidya,Shraddha Srinath,Supportive wife cricket family wear,Wedding Tuesday,Sports Family,Medium,Supportive colors,"Cotton,Silk",Family accessories,Cricket family support styling,https://m.media-amazon.com/images/M/MV5BNjcyYzQyMTI0NV5BMl5BanBnXkFtZTgwODk1MjI5NzM@._V1_.jpg
COS171,MOV070,Pooja,Pooja Hegde,Festival celebration traditional outfit,Wedding Tuesday,Festival Traditional,Hard,"Festival colors,Gold","Silk,Brocade",Festival jewelry,South Indian festival styling,https://m.media-amazon.com/images/M/MV5BYmU1MTdlZjYtOWNmNC00NTAyLTg5MzMtNmUxNjQ1OTUxNzlkXkEyXkFqcGdeQXVyMTE0NzQwNjk1._V1_.jpg
COS172,MOV071,Charulatha,Malavika Mohanan,Urban college professor outfit,Formal Wednesday,College Professor,Medium,Professional casual colors,"Cotton,Silk",Academic accessories,Contemporary female professor styling,https://m.media-amazon.com/images/M/MV5BOWVhM2VhOGYtNDZmYy00NGQ3LTlhYTctZGFmMmRiNGNjMjdkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS173,MOV072,Thamarai,Narain,Police support tactical gear,Formal Wednesday,Police Support,Hard,Tactical colors,Tactical fabric,Police gear,Police tactical support styling,https://m.media-amazon.com/images/M/MV5BNTg1NDY3NjUyNV5BMl5BanBnXkFtZTgwNjAxMjI5NzM@._V1_.jpg
COS174,MOV073,Pachaiyammal,Manju Warrier,Rural mother traditional strength wear,Movie Thursday,Rural Mother,Medium,Traditional colors,"Cotton,Handloom",Traditional accessories,Rural mother strength styling,https://m.media-amazon.com/images/M/MV5BZjA1YThhYTctNzZkMC00MTM0LTg2MDctM2I2YzEzODQ5NTFkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS175,MOV074,Bommi,Aparna Balamurali,Aviation support professional wear,Formal Wednesday,Aviation Support,Medium,Professional colors,Cotton blend,Professional accessories,Aviation industry support styling,https://m.media-amazon.com/images/M/MV5BODMzNzYxMDgtNGVhNy00YWQ2LWIwYjMtZTg0OGNhODI5NWM3XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg
COS176,MOV075,Draupadi,Rajisha Vijayan,Village activist strength outfit,Movie Thursday,Village Activist,Medium,Strong colors,"Cotton,Handloom",Activist accessories,Rural female activist styling,https://m.media-amazon.com/images/M/MV5BZjQ3ZjViYWUtODEyMy00NmFjLWI5MzEtOGU2MTFiZGIyMWJjXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_.jpg
COS177,MOV076,Black Widow,Scarlett Johansson,Superhero spy tactical outfit,Sports Monday,Superhero Spy,Hard,"Black,Red",High-tech fabric,Spy accessories,Female superhero spy styling,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
COS178,MOV077,Shuri,Letitia Wright,Afrofuturist tech princess outfit,Movie Thursday,Tech Princess,Hard,"Purple,Black,Gold",High-tech fabric,Tech accessories,African tech princess styling,https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_.jpg
COS179,MOV078,Steve Trevor,Chris Pine,WWI military officer uniform,Formal Wednesday,Military Officer,Hard,Military colors,Military fabric,Military accessories,WWI military professional styling,https://m.media-amazon.com/images/M/MV5BMTYzODQzYjQtNTczNC00MzZhLTg1ZWYtZDUxYmQ3ZTY4NzA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg
COS180,MOV079,Sebastian,Ryan Gosling,Jazz musician vintage outfit,Movie Thursday,Jazz Musician,Medium,Vintage colors,Vintage fabrics,Musical accessories,Jazz era musician styling,https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_.jpg
COS181,MOV080,Jay Gatsby,Leonardo DiCaprio,1920s millionaire party suit,Retro Friday,20s Millionaire,Hard,Luxury 20s colors,Premium fabrics,Luxury accessories,Roaring 20s wealth styling,https://m.media-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_.jpg
COS182,MOV081,Gabriel,Lucas Bravo,Parisian chef casual outfit,Movie Thursday,Parisian Chef,Easy,Chef colors,Cotton,Chef accessories,French chef casual styling,https://m.media-amazon.com/images/M/MV5BM2Q5YjM3ZmYtNDk2Yi00NDNmLWE5YzEtY2NiMGZkZjAzOTUxXkEyXkFqcGdeQXVyMTM1NjM2ODU1._V1_.jpg
COS183,MOV082,Anthony,Jonathan Bailey,Regency gentleman formal wear,Formal Wednesday,Regency Gentleman,Hard,Regency colors,Period fabrics,Period accessories,British Regency formal styling,https://m.media-amazon.com/images/M/MV5BN2FmMjM1OTEtOWQ0YS00MzYwLWE2YmItZGMzZTZlMjFkYWJhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS184,MOV083,Prince Philip,Matt Smith,Royal consort formal attire,Formal Wednesday,Royal Consort,Hard,Royal formal colors,Formal fabrics,Royal accessories,British royal consort styling,https://m.media-amazon.com/images/M/MV5BZmY0MzBlNjMtZTc0OC00ZGUyLTk5ZTMtNjgxNjg5Nzk5ZTVhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg
COS185,MOV084,Jules,Hunter Schafer,Gen Z avant-garde fashion,Movie Thursday,Avant-garde,Hard,Bold artistic colors,Experimental fabrics,Artistic accessories,Contemporary avant-garde styling,https://m.media-amazon.com/images/M/MV5BNzQ0NzUzNjYyOV5BMl5BanBnXkFtZTgwMDcwNTAwODE@._V1_.jpg
COS186,MOV085,Steve,Joe Keery,80s high school casual outfit,Movie Thursday,80s High School,Easy,80s casual colors,"Cotton,Denim",80s accessories,Nostalgic 80s teen styling,https://m.media-amazon.com/images/M/MV5BN2ZmYjg1YmItNWQ4OC00YWM0LWE0ZDktYThjOTZiZjhhN2Q2XkEyXkFqcGdeQXVyNjgxNTQ3Mjk@._V1_.jpg
COS187,MOV086,Charlotte,Kristin Davis,NYC professional conservative outfit,Formal Wednesday,NYC Conservative,Medium,Conservative colors,Professional fabrics,Professional accessories,NYC professional conservative styling,https://m.media-amazon.com/images/M/MV5BNGUyYWI3NmQtMGJkZC00NGNhLWE0NWEtZTVlYjkzNDk0NGQ1XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg
COS188,MOV087,Monica,Courteney Cox,90s chef restaurant casual wear,Movie Thursday,90s Chef,Easy,90s chef colors,Cotton,Chef accessories,90s restaurant chef styling,https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg
COS189,MOV088,Serena,Blake Lively,Upper East Side luxury party dress,Movie Thursday,Luxury Party,Hard,Luxury colors,Designer fabrics,Luxury accessories,High society party styling,https://m.media-amazon.com/images/M/MV5BMTQ5OTY1ODY0NF5BMl5BanBnXkFtZTcwNzA3OTc5Mg@@._V1_.jpg
COS190,MOV089,Peggy,Elisabeth Moss,60s advertising professional wear,Formal Wednesday,60s Advertising,Hard,60s professional colors,60s fabrics,60s professional accessories,Madison Avenue advertising styling,https://m.media-amazon.com/images/M/MV5BNTcyNzQ3OTI5NV5BMl5BanBnXkFtZTcwNjU3NjQ5Nw@@._V1_.jpg
COS191,MOV090,Andy,Anne Hathaway,Fashion assistant evolution outfit,Movie Thursday,Fashion Assistant,Medium,Fashion evolution colors,Various fabrics,Fashion accessories,Fashion industry transformation styling,https://m.media-amazon.com/images/M/MV5BYjQ0NzAzYmUtODEzMS00ZGE5LWI1NGEtOTUwZDNjZGJjOTU5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
COS192,MOV071,Bhavani,Arjun Das,Gangster professor tactical look,Sports Monday,Gangster Professor,Hard,Dark colors,"Leather,Cotton",Tactical accessories,Academic gangster styling,https://m.media-amazon.com/images/M/MV5BOWVhM2VhOGYtNDZmYy00NGQ3LTlhYTctZGFmMmRiNGNjMjdkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS193,MOV072,Napoleon,George Maryan,Police commissioner formal wear,Formal Wednesday,Police Commissioner,Hard,Official colors,Formal fabric,Official accessories,Senior police official styling,https://m.media-amazon.com/images/M/MV5BNTg1NDY3NjUyNV5BMl5BanBnXkFtZTgwNjAxMjI5NzM@._V1_.jpg
COS194,MOV073,Murugan,Teejay Arunasalam,Rural youth strength outfit,Sports Monday,Rural Youth,Medium,Youth colors,Cotton,Youth accessories,Rural young man styling,https://m.media-amazon.com/images/M/MV5BZjA1YThhYTctNzZkMC00MTM0LTg2MDctM2I2YzEzODQ5NTFkXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
COS195,MOV074,Chaitanya,Mohan Babu,Aviation industry elder wear,Formal Wednesday,Aviation Elder,Medium,Dignified colors,"Cotton,Silk",Elder accessories,Aviation industry elder styling,https://m.media-amazon.com/images/M/MV5BODMzNzYxMDgtNGVhNy00YWQ2LWIwYjMtZTg0OGNhODI5NWM3XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg
COS196,MOV075,Yeman,Natarajan Subramaniam,Village elder traditional wear,Wedding Tuesday,Village Elder,Medium,Traditional elder colors,"Cotton,Silk",Traditional accessories,Village elder formal styling,https://m.media-amazon.com/images/M/MV5BZjQ3ZjViYWUtODEyMy00NmFjLWI5MzEtOGU2MTFiZGIyMWJjXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_.jpg
COS197,MOV076,Captain America,Chris Evans,Superhero patriotic tactical wear,Sports Monday,Patriotic Hero,Hard,"Red,White,Blue",High-tech fabric,"Shield,Tactical gear",Patriotic superhero styling,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
COS198,MOV077,Okoye,Danai Gurira,Wakandan warrior general outfit,Sports Monday,Warrior General,Hard,"Red,Gold,Black",Warrior fabric,Warrior accessories,African warrior general styling,https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_.jpg
COS199,MOV078,Hippolyta,Connie Nielsen,Amazonian queen royal armor,Wedding Tuesday,Amazonian Queen,Hard,Royal armor colors,"Metal,Leather","Royal armor,Crown",Amazonian royal styling,https://m.media-amazon.com/images/M/MV5BMTYzODQzYjQtNTczNC00MzZhLTg1ZWYtZDUxYmQ3ZTY4NzA1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg
COS200,MOV079,Keith,John Legend,Jazz club owner elegant outfit,Movie Thursday,Jazz Club Owner,Hard,Elegant colors,Elegant fabrics,Elegant accessories,Jazz club sophistication styling,https://m.media-amazon.com/images/M/MV5BMzUzNDM2NzM2MV5BMl5BanBnXkFtZTgwNTM3NTg4OTE@._V1_.jpg
